epoch,loss,mae,val_loss,val_mae
1,113.56926727294922,8.322210311889648,51.38243103027344,5.744007110595703
2,43.51434326171875,5.184404373168945,32.44793701171875,4.458443641662598
3,25.734058380126953,3.743582010269165,18.270315170288086,3.048325538635254
4,17.552913665771484,2.813767910003662,15.60554313659668,2.6833810806274414
5,16.589153289794922,2.655940532684326,15.40363883972168,2.63759446144104
