epoch,loss,mae,val_loss,val_mae
46,12.42408561706543,2.2240495681762695,18.62588882446289,2.944377899169922
47,12.2449312210083,2.217331647872925,18.7215633392334,2.950404405593872
48,12.072896003723145,2.195484161376953,18.842103958129883,2.980921983718872
49,11.939716339111328,2.183819532394409,19.450084686279297,2.9674642086029053
50,11.882752418518066,2.170168399810791,18.4621524810791,2.9180986881256104
51,11.562841415405273,2.1548609733581543,17.966524124145508,2.8794984817504883
52,11.866546630859375,2.190559148788452,17.341732025146484,2.8251454830169678
53,11.532931327819824,2.140476703643799,18.21112060546875,2.887006998062134
54,11.236323356628418,2.1268985271453857,18.676345825195312,2.9552664756774902
55,11.380339622497559,2.1320741176605225,18.566341400146484,2.9108333587646484
56,11.072105407714844,2.11287522315979,16.85283088684082,2.69636869430542
57,11.218361854553223,2.1332902908325195,17.545143127441406,2.7916085720062256
58,10.948105812072754,2.1066534519195557,18.872793197631836,2.9504926204681396
59,10.656025886535645,2.0840952396392822,18.700021743774414,2.9045321941375732
60,10.668912887573242,2.0817441940307617,17.158016204833984,2.7583556175231934
61,10.770572662353516,2.0908656120300293,17.729671478271484,2.854318857192993
62,10.392086029052734,2.0667366981506348,18.348316192626953,2.9069020748138428
63,10.174957275390625,2.045696496963501,17.7918701171875,2.8807239532470703
64,10.100488662719727,2.0333592891693115,17.11915397644043,2.789778470993042
65,10.701322555541992,2.099365472793579,18.89671516418457,2.937638759613037
66,10.34495735168457,2.056321859359741,19.059391021728516,2.9590954780578613
67,10.860607147216797,2.127596616744995,18.453710556030273,2.9659883975982666
68,10.171907424926758,2.048525333404541,18.19744873046875,2.9009623527526855
69,10.155925750732422,2.047637939453125,18.254743576049805,2.856950283050537
70,10.068943977355957,2.049569606781006,18.1007022857666,2.80292010307312
71,9.878226280212402,2.027156114578247,18.024368286132812,2.7886173725128174
72,9.666204452514648,2.0071535110473633,17.632356643676758,2.7301414012908936
73,9.45083236694336,1.9904347658157349,18.191673278808594,2.7474610805511475
74,9.385843276977539,1.9810221195220947,17.98242950439453,2.7099688053131104
75,9.219286918640137,1.9539438486099243,18.18324089050293,2.6711580753326416
76,9.165942192077637,1.956254243850708,18.108905792236328,2.620619058609009
77,9.087327003479004,1.9371631145477295,18.288543701171875,2.628718376159668
78,8.921682357788086,1.9223464727401733,18.674243927001953,2.6478271484375
79,9.219014167785645,1.947843074798584,18.346126556396484,2.6189539432525635
80,9.219155311584473,1.948246955871582,18.31317710876465,2.6126351356506348
81,9.041542053222656,1.9200959205627441,18.305845260620117,2.618558168411255
82,9.110167503356934,1.9371604919433594,17.727436065673828,2.6097841262817383
83,8.726036071777344,1.9005705118179321,17.898218154907227,2.589967727661133
84,8.496888160705566,1.8627862930297852,17.903684616088867,2.5763309001922607
85,8.179137229919434,1.8252580165863037,18.054325103759766,2.573801040649414
86,8.143430709838867,1.8308337926864624,18.52519416809082,2.630441904067993
87,8.053510665893555,1.8094919919967651,18.651174545288086,2.629575490951538
88,7.6496992111206055,1.7725764513015747,18.17236328125,2.6056230068206787
89,8.054254531860352,1.7894607782363892,18.78732681274414,2.64486026763916
90,7.506296157836914,1.7502856254577637,18.141189575195312,2.6093943119049072
91,7.51544713973999,1.7443461418151855,18.838762283325195,2.645930528640747
92,7.263520240783691,1.7242791652679443,19.313430786132812,2.6857011318206787
93,7.756185054779053,1.7559903860092163,18.27895164489746,2.64505672454834
94,7.559787273406982,1.7836946249008179,19.242530822753906,2.71160888671875
95,7.388843536376953,1.7424405813217163,18.14508628845215,2.6560940742492676
96,6.784320831298828,1.6846414804458618,18.799442291259766,2.6680543422698975
97,6.761582851409912,1.6644651889801025,18.274415969848633,2.6380228996276855
98,6.470813751220703,1.6327600479125977,19.585792541503906,2.7222023010253906
99,7.153166770935059,1.714059591293335,18.620716094970703,2.6679039001464844
100,7.189278602600098,1.7235981225967407,19.165328979492188,2.7191896438598633
101,7.119502067565918,1.7099769115447998,18.9940242767334,2.7155439853668213
102,6.744636535644531,1.6657464504241943,18.523239135742188,2.664421796798706
103,6.781426906585693,1.672255039215088,18.518329620361328,2.657790184020996
104,6.219364643096924,1.6122732162475586,19.454986572265625,2.7593390941619873
105,6.860735893249512,1.6506801843643188,19.478906631469727,2.8383307456970215
106,6.635528087615967,1.6676355600357056,19.71918296813965,2.776926040649414
107,6.201596260070801,1.6306512355804443,19.421483993530273,2.809886932373047
108,6.4456257820129395,1.6446391344070435,19.742671966552734,2.731611728668213
109,6.572402477264404,1.653470516204834,20.09114646911621,2.8353121280670166
110,6.912682056427002,1.701780915260315,22.073486328125,2.884246826171875
111,7.39491605758667,1.7116596698760986,20.300426483154297,2.8117992877960205
112,7.187175273895264,1.6841603517532349,19.780263900756836,2.7738590240478516
113,6.846349716186523,1.6448699235916138,20.618301391601562,2.8601813316345215
114,6.431416034698486,1.6422258615493774,20.10911750793457,2.830233335494995
115,5.8032636642456055,1.5410200357437134,20.275997161865234,2.8778388500213623
116,5.6143012046813965,1.5302760601043701,21.68378448486328,3.025904893875122
117,5.770333290100098,1.522642731666565,21.659866333007812,3.0762901306152344
118,5.5151190757751465,1.519774079322815,22.96722412109375,3.2452645301818848
119,5.308005332946777,1.508206844329834,23.420814514160156,3.23309063911438
120,5.471463680267334,1.5017755031585693,23.1779842376709,3.2625715732574463
121,5.506770610809326,1.5082393884658813,25.03082847595215,3.3094170093536377
122,6.156035900115967,1.5690535306930542,24.279617309570312,3.361558437347412
123,5.9923858642578125,1.54560124874115,23.591960906982422,3.227548599243164
124,5.364603042602539,1.469059705734253,23.542705535888672,3.282644510269165
125,5.253188133239746,1.448277235031128,24.0615291595459,3.335397958755493
126,5.331155776977539,1.5014346837997437,24.09807586669922,3.2693047523498535
127,5.171449661254883,1.4423060417175293,22.721460342407227,3.0853748321533203
128,4.975619792938232,1.4284541606903076,23.474319458007812,3.195925712585449
129,4.571990013122559,1.3429499864578247,23.23536491394043,3.083217144012451
130,4.603688716888428,1.3696247339248657,24.015371322631836,3.1575305461883545
131,4.341503620147705,1.3222962617874146,23.4621639251709,3.105215549468994
132,4.276007652282715,1.2972923517227173,24.251689910888672,3.1630349159240723
133,4.058822154998779,1.2669224739074707,23.9580020904541,3.1305742263793945
134,4.1825408935546875,1.279980182647705,24.893922805786133,3.1226155757904053
135,3.980029582977295,1.2688825130462646,22.76165199279785,3.0301601886749268
136,4.072768688201904,1.2659374475479126,22.76605987548828,2.996955394744873
137,3.687284469604492,1.222359538078308,25.796743392944336,3.219369888305664
138,3.692850351333618,1.215465784072876,24.82556915283203,3.2078747749328613
139,3.8219237327575684,1.2545844316482544,24.5976619720459,3.0876882076263428
140,4.410860061645508,1.315289855003357,25.221412658691406,3.142115831375122
141,3.7190868854522705,1.226598858833313,24.04050064086914,3.10676646232605
142,3.53267502784729,1.1806102991104126,24.060083389282227,3.0413737297058105
143,3.437779188156128,1.169109582901001,24.041494369506836,3.07425856590271
144,3.512860059738159,1.1897258758544922,23.709226608276367,3.068821668624878
145,3.3042428493499756,1.1478949785232544,23.875762939453125,3.0738699436187744
146,4.030751705169678,1.2408491373062134,24.00298500061035,3.0479044914245605
147,3.7961008548736572,1.2183712720870972,22.860340118408203,2.983788013458252
148,3.214907169342041,1.1522587537765503,24.379310607910156,3.097478151321411
149,3.131493091583252,1.1113728284835815,24.560468673706055,3.085435152053833
150,3.194068670272827,1.123787760734558,24.548185348510742,3.0934886932373047
